incrocio,incidenti,morti,feriti,lat,lon,score
VIA LIVIA ORESTILLA x VIA QUINTILIO VARO,1,0.0,0.0,41.852,12.5677,1.0
VIA LITORANEA x VIALE DI CASTEL PORZIANO,1,0.0,0.0,41.7308,12.3491,1.0
VIA LISCIA x VIA MASSA DI SAN GIULIANO,1,0.0,0.0,41.9062,12.6918,1.0
PIAZZA DELLA REPUBBLICA x VIA NAZIONALE,1,0.0,0.0,,,1.0
VIA LIDO DI CASTEL PORZIANO x VIA LITORANEA,1,0.0,0.0,41.7028,12.3476,1.0
VIA LICINIO STOLONE x VIA PUBLIO VALERIO,1,0.0,0.0,41.8564,12.5661,1.0
VIA LICINIO STOLONE x VIA ORAZIO PULVILLO,1,0.0,0.0,41.8549,12.5685,1.0
PIAZZA DELLA ROVERE x PONTE DUCA D'AOSTA,1,0.0,0.0,41.8998,12.4626,1.0
VIA LICINIO CALVO x VIA LUCILIO,1,0.0,0.0,41.9249,12.4455,1.0
PIAZZA DELLA ROVERE x VIA DEL GIANICOLO,1,0.0,0.0,41.8978,12.461,1.0
PIAZZA DELLA ROVERE x VIA DELLA LUNGARA,1,0.0,0.0,41.8989,12.4628,1.0
PIAZZA DELLA ROVERE x VIA DI PORTA S. SPIRITO,1,0.0,0.0,41.8998,12.4625,1.0
PIAZZA DEL VIMINALE x VIA AGOSTINO DEPRETIS,1,0.0,0.0,,,1.0
PIAZZA DEL TEATRO DI POMPEO x VIA DEI BAULLARI,1,0.0,0.0,41.8963,12.4725,1.0
PIAZZA DEI QUIRITI x VIA GERMANICO,1,0.0,0.0,41.9093,12.4642,1.0
VIA LUIGINO TANDURA x VIA MARCELLO GAROSI,1,0.0,0.0,41.798,12.45,1.0
VIA MAKALLE' x VIA TRIPOLI,1,0.0,0.0,41.9271,12.5211,1.0
VIA MAKALLE' x VIA SENAFE',1,0.0,0.0,41.9273,12.5215,1.0
PIAZZA DEI RAVENNATI x VIALE DELLA MARINA,1,0.0,0.0,41.7297,12.2765,1.0
VIA MAIERA' x VIA MAIERATO,1,0.0,0.0,41.7935,12.377,1.0
PIAZZA DEI RE DI ROMA x VIA CERVETERI,1,0.0,0.0,41.8817,12.5132,1.0
VIA MAGENTA x VIA VICENZA,1,0.0,0.0,41.9031,12.5029,1.0
VIA MAGENTA x VIA MARGHERA,1,0.0,0.0,,,1.0
PIAZZA DEI SERVILI x VIA ASINIO POLLIONE,1,0.0,0.0,41.8792,12.4794,1.0
PIAZZA DEI TRIBUNALI x PONTE UMBERTO I,1,0.0,0.0,41.9032,12.471,1.0
VIA MADAME DE STAEL x VIALE ESPERIA SPERANI,1,0.0,0.0,41.9617,12.3967,1.0
VIA MACCHIA DELL'INSUGHERATA x VIA TRIONFALE,1,0.0,0.0,41.9553,12.4123,1.0
VIA LUNGRO x VIALE APPIO CLAUDIO,1,0.0,0.0,41.8373,12.5531,1.0
PIAZZA DEL COLOSSEO x VIA DEI FORI IMPERIALI,1,0.0,0.0,41.8913,12.4911,1.0
PIAZZA DEL COLOSSEO x VIA DEI SS. QUATTRO,1,0.0,0.0,41.8909,12.493,1.0
VIA LUIGI VANVITELLI x VIA PIETRO QUERINI,1,0.0,0.0,41.8805,12.4768,1.0
VIA LUDOVICO MURATORI x VIA RUGGERO BONGHI,1,0.0,0.0,41.8905,12.5002,1.0
PIAZZA DEL LAVORO x VIA CRISTOFORO COLOMBO,1,0.0,0.0,41.8456,12.4772,1.0
PIAZZA DEL LAVORO x VIALE GUGLIELMO MARCONI,1,0.0,0.0,41.8488,12.4747,1.0
VIA LUIGI RIZZO x VIA RIALTO,1,0.0,0.0,41.9083,12.4453,1.0
VIA LUIGI PIETROBONO x VIA PAVULLO NEL FRIGNANO,1,0.0,0.0,41.7891,12.3853,1.0
VIA LUIGI PETROSELLI x VIA ROTA GRECA,1,0.0,0.0,41.8711,12.6846,1.0
VIA LUIGI MANCINELLI x VIALE ARRIGO BOITO,1,0.0,0.0,41.9372,12.5143,1.0
PIAZZA DEL PIGNETO x VIA SONDRIO,1,0.0,0.0,41.8892,12.5224,1.0
VIA LUIGI LABLACHE x VIA UGO FARULLI,1,0.0,0.0,41.9628,12.5157,1.0
VIA LUIGI CORTI x VIALE ISACCO NEWTON,1,0.0,0.0,41.8481,12.4427,1.0
VIA LUIGI CIBRARIO x VIA LUIGI TOSTI,1,0.0,0.0,41.8723,12.5182,1.0
PIAZZA DEL QUADRARETTO x VIA DEI LEVII,1,0.0,0.0,41.8631,12.547,1.0
PIAZZA DEL QUARTICCIOLO x VIA OSTUNI,1,0.0,0.0,41.8911,12.5762,1.0
VIA LUDOVISI x VIA VITTORIO VENETO,1,0.0,0.0,41.9064,12.4902,1.0
PIAZZA DEL RISORGIMENTO x VIA STEFANO PORCARI,1,0.0,0.0,41.9057,12.4589,1.0
PIAZZA BIAGIO PACE x VIA GIORGIO ZOEGA,1,0.0,0.0,41.8769,12.431,1.0
VIA MONDOLFO x VIA PIEVEBOVIGLIANA,1,0.0,0.0,41.9385,12.5883,1.0
VIA PIEVE FOSCIANA x VIA VAIANO,1,0.0,0.0,41.845,12.4606,1.0
VIA OSTIENSE x VIA SARSINA,1,0.0,0.0,41.7848,12.3645,1.0
VIA PAOLO VALENTI x VIA SANDRO PENNA,1,0.0,0.0,41.8418,12.6256,1.0
VIA PAOLO STOPPA x VIA PIERO GHERARDI,1,0.0,0.0,41.7866,12.391,1.0
LUNGOTEVERE DEI VALLATI x VIA DEL MELANGOLO,1,0.0,0.0,41.8917,12.4739,1.0
VIA PANAMA x VIA SALARIA,1,0.0,0.0,41.923,12.5022,1.0
LUNGOTEVERE DELL'ACQUA ACETOSA x VIA VENEZUELA,1,0.0,0.0,41.9344,12.4793,1.0
VIA PALMIANO x VIA VITTORIO CAPRIOLI,1,0.0,0.0,41.981,12.5224,1.0
LUNGOTEVERE DELLA MAGLIANA x RIVA PIAN DUE TORRI,1,0.0,0.0,41.851,12.4617,1.0
VIA PADRE SEMERIA x VIALE CRISTOFORO COLOMBO,1,0.0,0.0,41.8638,12.4974,1.0
VIA PADOVA x VIALE DELLE PROVINCIE,1,0.0,0.0,41.9096,12.5212,1.0
VIA OSTUNI x VIALE PALMIRO TOGLIATTI,1,0.0,0.0,41.8872,12.5733,1.0
VIA OSTIENSE x VIALE GIUSTINIANO IMPERATORE,1,0.0,0.0,41.8567,12.4773,1.0
VIA OSTIENSE x VIALE DEI ROMAGNOLI,1,0.0,0.0,41.7826,12.3574,1.0
LUNGOTEVERE DI PIETRA PAPA x VIA AVICENNA,1,0.0,0.0,41.8633,12.472,1.0
LUNGOTEVERE DI PIETRA PAPA x VIA ENRICO FERMI,1,0.0,0.0,41.8629,12.4743,1.0
VIA OSTIENSE x VIA PELLEGRINO MATTEUCCI,1,0.0,0.0,41.8723,12.4803,1.0
VIA PAOLO VERONESE x VIALE DEL CARAVAGGIO,1,0.0,0.0,41.8513,12.4961,1.0
LUNGOTEVERE DI PIETRA PAPA x VIA SILVESTRO GHERARDI,1,0.0,0.0,41.8629,12.4743,1.0
VIA OSTERIA DELLE CAPANNACCE x VIA PIETRAFERRAZZANA,1,0.0,0.0,41.9383,12.6489,1.0
LUNGOTEVERE DI S. PAOLO x VIALE GUGLIELMO MARCONI,1,0.0,0.0,41.859,12.471,1.0
VIA ORTUCCHIO x VIA PACENTRO,1,0.0,0.0,41.934,12.6487,1.0
VIA ORTUCCHIO x VIA OSTERIA DELLE CAPANNACCE,1,0.0,0.0,41.9374,12.6505,1.0
LUNGOTEVERE FLAMINIO x PONTE MILVIO,1,0.0,0.0,41.9238,12.4661,1.0
LUNGOTEVERE FLAMINIO x VIA ANTONAZZO ROMANO,1,0.0,0.0,41.9295,12.4617,1.0
VIA ORAZIO VECCHI x VIALE DI CASTEL PORZIANO,1,0.0,0.0,41.7333,12.3556,1.0
LUNGOTEVERE FLAMINIO x VIA CANINO,1,0.0,0.0,41.9207,12.4711,1.0
LUNGOTEVERE FLAMINIO x VIA VIRGINIO VESPIGNANI,1,0.0,0.0,41.9238,12.4661,1.0
VIA OLANDA x VIALE XVII OLIMPIADE,1,0.0,0.0,41.932,12.472,1.0
LUNGOTEVERE GIANICOLENSE x VIA DELLA LUNGARA,1,0.0,0.0,41.8975,12.4639,1.0
VIA NORVEGIA x VIALE PIETRO DE COUBERTIN,1,0.0,0.0,41.9296,12.4733,1.0
LUNGOTEVERE GRANDE A.GLIO THAON DI REVEL x PIAZZALE CARDINAL CONSALVI,1,0.0,0.0,41.9344,12.4671,1.0
LUNGOTEVERE DEI VALLATI x PIAZZA S. VINCENZO PALLOTTI,1,0.0,0.0,41.8929,12.4712,1.0
VIA PAPIRIA x VIA PONZIO COMINIO,1,0.0,0.0,41.8638,12.56,1.0
VIA NOMENTANA x VIALE TIRRENO,1,0.0,0.0,41.959,12.5737,1.0
VIA PIER ANDREA FONTEBASSO x VICOLO DEL CASALE LUMBROSO,1,0.0,0.0,41.8812,12.3594,1.0
VIA PIEVE DI CADORE x VIA SAPPADA,1,0.0,0.0,41.9398,12.4387,1.0
VIA PIETRO SENSINI x VIA ZENODOSSIO,1,0.0,0.0,41.8832,12.5369,1.0
LUNGOMARE DUILIO x VIA DELLE PRORE,1,0.0,0.0,41.7222,12.2962,1.0
VIA PIETRO PIFFETTI x VIA TURINO DI SANO,1,0.0,0.0,41.8609,12.606,1.0
VIA PIETRO PERETTI x VIALE LUIGI EINAUDI,1,0.0,0.0,,,1.0
VIA PIETRO OTTOBONI x VIA PIO MOLAJONI,1,0.0,0.0,41.9072,12.5398,1.0
LUNGOMARE LUTAZIO CATULO x VIALE CRISTOFORO COLOMBO,1,0.0,0.0,41.8089,12.4536,1.0
LUNGOMARE LUTAZIO CATULO x VIALE MEDITERRANEO,1,0.0,0.0,41.7169,12.3102,1.0
LUNGOMARE PAOLO TOSCANELLI x PIAZZA SCIPIONE AFRICANO,1,0.0,0.0,41.7337,12.2642,1.0
VIA PIETRO DE CRISTOFARO x VIALE DEGLI AMMIRAGLI,1,0.0,0.0,41.9067,12.4432,1.0
LUNGOMARE PAOLO TOSCANELLI x PIAZZALE MAGELLANO,1,0.0,0.0,41.7301,12.2749,1.0
VIA PIETRO BEMBO x VIA PIETRO GASPARRI,1,0.0,0.0,41.923,12.4143,1.0
LUNGOTEVERE AVENTINO x VIA DI S. PRISCA,1,0.0,0.0,41.8808,12.4843,1.0
LUNGOTEVERE DANTE x VIA NICOLA PARRAVANO,1,0.0,0.0,41.8527,12.4647,1.0
LUNGOTEVERE DE' CENCI x VIA DEL TEMPIO,1,0.0,0.0,,,1.0
VIA PAPIRIA x VIALE PALMIRO TOGLIATTI,1,0.0,0.0,41.8624,12.5688,1.0
VIA PIAN DUE TORRI x VIA SAN CASCIANO DEI BAGNI,1,0.0,0.0,41.8496,12.4621,1.0
VIA PESCINA x VIA VENAFRO,1,0.0,0.0,41.9101,12.5625,1.0
VIA PESCAGLIA x VIA PIEVE FOSCIANA,1,0.0,0.0,41.8464,12.4619,1.0
VIA PERANO x VIA S. MARIA DI LORETO,1,0.0,0.0,41.9056,12.6906,1.0
LUNGOTEVERE DEGLI ANGUILLARA x PIAZZA DELLA GENSOLA,1,0.0,0.0,41.8897,12.4766,1.0
LUNGOTEVERE DEGLI ANGUILLARA x PONTE PALATINO,1,0.0,0.0,41.8891,12.4801,1.0
VIA PATERNOPOLI x VIALE NUSCO,1,0.0,0.0,41.8917,12.6307,1.0
LUNGOTEVERE DEGLI INVENTORI x PONTE GUGLIELMO MARCONI,1,0.0,0.0,41.8611,12.4671,1.0
VIA PASQUALE TUOZZI x VIA PIER SILVERIO LEICHT,1,0.0,0.0,41.9508,12.5844,1.0
VIA PASQUALE PASQUINI x VIA ROMANO GUERRA,1,0.0,0.0,41.8813,12.3497,1.0
VIA PASQUALE II x VIA PIETRO BEMBO,1,0.0,0.0,41.9118,12.4109,1.0
VIA PASQUALE ALECCE x VIA PRENESTINA,1,0.0,0.0,41.8936,12.5973,1.0
VIA PARTANNA x VIA SALEMI,1,0.0,0.0,41.8654,12.6526,1.0
VIA PARAGUAY x VIALE LIEGI,1,0.0,0.0,41.9218,12.4943,1.0
VIA NORCIA x VIA SPELLO,1,0.0,0.0,41.877,12.5307,1.0
VIA NOMENTANA x VIALE SORA LELLA,1,0.0,0.0,41.959,12.5737,1.0
VIA MONGIANA x VIA SARACENA,1,0.0,0.0,41.7959,12.3767,1.0
VIA MONTE ROCCHETTA x VIA MONTE RUGGERO,1,0.0,0.0,41.9473,12.5317,1.0
PIAZZA ADRIANA x VIA DELLE FOSSE DI CASTELLO,1,0.0,0.0,41.9047,12.4673,1.0
PIAZZA ALBERTO ALESSIO x VIA GIUSEPPE ANDRE',1,0.0,0.0,41.7296,12.2942,1.0
PIAZZA ALESSANDRIA x VIA ALESSANDRIA,1,0.0,0.0,41.9127,12.5039,1.0
VIA MONTEVIDEO x VIALE LIEGI,1,0.0,0.0,41.9211,12.4962,1.0
PIAZZA ALESSANDRIA x VIA MESSINA,1,0.0,0.0,41.911,12.5028,1.0
VIA MONTEMILETTO x VIA PRENESTINA,1,0.0,0.0,41.8928,12.6319,1.0
VIA MONTEMARANO x VIALE NUSCO,1,0.0,0.0,41.8916,12.6323,1.0
VIA MONTEMARANO x VIA PRENESTINA,1,0.0,0.0,41.8933,12.6155,1.0
VIA MONTEMAGGIORE BELSITO x VIA PETRALIA SOTTANA,1,0.0,0.0,41.8674,12.6735,1.0
PIAZZA ALFONSO CAPECELATRO x VIA TOMMASO DE VIO,1,0.0,0.0,41.9211,12.416,1.0
PIAZZA ANDREA PAZIENZA x VIA ANTONIO BORTONE,1,0.0,0.0,41.8004,12.4301,1.0
VIA MONTECASTELLO x VIA PIAN DEL MARMO,1,0.0,0.0,41.924,12.3858,1.0
VIA MONTE ZEBIO x VIA PODGORA,1,0.0,0.0,41.9181,12.465,1.0
PIAZZA ANTONIO FRADELETTO x VIA SUVERETO,1,0.0,0.0,41.9549,12.5187,1.0
VIA MONTE MANNO x VIA TIBURTINA,1,0.0,0.0,41.9406,12.6358,1.0
VIA MOTTA VISCONTI x VIA NERVIANO,1,0.0,0.0,41.9461,12.3884,1.0
VIA MONTE GRIMANO x VIALE CARMELO BENE,1,0.0,0.0,41.9751,12.5336,1.0
VIA MONTE GIBERTO x VIA PIAGGE,1,0.0,0.0,41.9807,12.5167,1.0
PIAZZA ARCISATE x VIA MAGNANO IN RIVIERA,1,0.0,0.0,41.9964,12.4851,1.0
VIA MONTE DEL MARMO x VIA PAMPARATO,1,0.0,0.0,41.9285,12.3867,1.0
PIAZZA ATTILIO MUGGIA x VIALE FRANCESCO CALTAGIRONE,1,0.0,0.0,41.9098,12.6541,1.0
VIA MONTE CARDONETO x VIA MONTE RUGGERO,1,0.0,0.0,41.948,12.5298,1.0
VIA MONTE CANDA x VIA MONTE RUGGERO,1,0.0,0.0,41.9477,12.5313,1.0
PIAZZA BAINSIZZA x VIA OSLAVIA,1,0.0,0.0,41.9192,12.4615,1.0
PIAZZA BARCELLONA x VIA DELLE TRE FONTANE,1,0.0,0.0,41.8402,12.47,1.0
VIA MONTASIO x VIA NOMENTANA,1,0.0,0.0,41.959,12.5737,1.0
VIA MONTALDEO x VIA OCCIMIANO,1,0.0,0.0,41.8238,12.3045,1.0
VIA MONTAIONE x VIA VAGLIA,1,0.0,0.0,41.95,12.5147,1.0
VIA MONSIGNOR PIETRO ORSI x VIA PIERO CORTI,1,0.0,0.0,41.9047,12.6721,1.0
PIAZZA BEATA VERGINE DEL CARMELO x VIALE DON PASQUINO BORGHI,1,0.0,0.0,41.8089,12.4457,1.0
PIAZZA ACILIA x VIA LUCRINO,1,0.0,0.0,41.9289,12.5124,1.0
PASSEGGIATA DI RIPETTA x PIAZZA FIUME,1,0.0,0.0,41.9081,12.4749,1.0
LUNGOTEVERE IN SASSIA x VIA GREGORIO VII,1,0.0,0.0,41.9012,12.4632,1.0
VIA NIZZA x VIA VELLETRI,1,0.0,0.0,41.9129,12.5013,1.0
VIA NOMENTANA x VIA ZARA,1,0.0,0.0,,,1.0
LUNGOTEVERE MARESCIALLO DIAZ x PIAZZA LAURO DE BOSIS,1,0.0,0.0,41.9316,12.4591,1.0
VIA NOMENTANA x VIA VAL D'OSSOLA,1,0.0,0.0,41.9341,12.5306,1.0
LUNGOTEVERE MARESCIALLO DIAZ x PONTE DUCA D'AOSTA,1,0.0,0.0,41.9339,12.462,1.0
LUNGOTEVERE MARESCIALLO DIAZ x VIALE DEL MINISTERO DEGLI AFFARI ESTERI,1,0.0,0.0,41.9339,12.462,1.0
LUNGOTEVERE MARESCIALLO DIAZ x VIALE PAOLO BOSELLI,1,0.0,0.0,41.9339,12.462,1.0
LUNGOTEVERE MARZIO x PIAZZA DEL PORTO DI RIPETTA,1,0.0,0.0,41.9045,12.475,1.0
VIA NOMENTANA x VIA POMPEO UGONIO,1,0.0,0.0,41.9225,12.5201,1.0
VIA NOMENTANA x VIA ONOFRIO PANVINIO,1,0.0,0.0,41.959,12.5737,1.0
VIA NOMENTANA NUOVA x VIA VAL TROMPIA,1,0.0,0.0,41.9342,12.5311,1.0
LUNGOTEVERE MARZIO x VIA DEI SOMASCHI,1,0.0,0.0,41.9034,12.4741,1.0
LUNGOTEVERE MICHELANGELO x PIAZZA DELLA LIBERTA',1,0.0,0.0,41.9121,12.4704,1.0
LUNGOTEVERE MICHELANGELO x VIA POMPEO MAGNO,1,0.0,0.0,41.911,12.4709,1.0
LUNGOTEVERE RIPA x PONTE PALATINO,1,0.0,0.0,41.8891,12.4785,1.0
VIA NINO TAMASSIA x VIA SAN SEVERINO MARCHE,1,0.0,0.0,41.9446,12.587,1.0
PASSEGGIATA DEL GIANICOLO x PIAZZALE GIUSEPPE GARIBALDI,1,0.0,0.0,41.8913,12.4608,1.0
VIA NINO TAMASSIA x VIA ROSARIO NICOLO',1,0.0,0.0,41.9447,12.5868,1.0
VIA NICOLO' PORPORA x VIA SAVERIO MERCADANTE,1,0.0,0.0,41.9181,12.4918,1.0
LUNGOTEVERE RIPA x VIA RIPENSE,1,0.0,0.0,41.8878,12.4788,1.0
VIA NICOLA CAMPANILE x VIA VASCO PRATOLINI,1,0.0,0.0,41.9203,12.4365,1.0
VIA NICASTRO x VIA TARANTO,1,0.0,0.0,41.8834,12.5197,1.0
LUNGOTEVERE SALVO D'ACQUISTO x VIA PERU',1,0.0,0.0,41.9352,12.4713,1.0
VIA NEMEA x VIA RICCARDO ZANDONAI,1,0.0,0.0,41.9484,12.4584,1.0
LUNGOTEVERE TESTACCIO x VIA FLORIO,1,0.0,0.0,41.8777,12.4707,1.0
LUNGOTEVERE TOR DI NONA x PIAZZA DI PONTE UMBERTO I,1,0.0,0.0,41.9024,12.4714,1.0
LUNGOTEVERE VATICANO x PONTE VITTORIO EMANUELE II,1,0.0,0.0,41.9015,12.4639,1.0
VIA NARNI x VIA TODI,1,0.0,0.0,41.8794,12.5277,1.0
VIA NARNI x VIA NOCERA UMBRA,1,0.0,0.0,41.8784,12.5288,1.0
LUNGOTEVERE VITTORIO GASSMAN x VIA PIETRO BLASERNA,1,0.0,0.0,41.8692,12.4725,1.0
VIA NAIDE x VIA NICANDRO,1,0.0,0.0,41.9155,12.6053,1.0
VIA FRASCATI x VIA TUSCOLANA,1,0.0,0.0,41.8655,12.5419,1.0
VIA ADELINA PATTI x VIA MATTIA BATTISTINI,1,0.0,0.0,41.9139,12.4185,1.0
PIAZZA TUSCOLO x VIA ELVIA RECINA,1,0.0,0.0,41.8804,12.5082,1.0
VIA BOMPIETRO x VIA ROMETTA,1,0.0,0.0,41.8675,12.6808,1.0
VIA DEL CASALETTO x VIA VINCENZO USSANI,1,0.0,0.0,41.8594,12.4414,1.0
VIA BORGHESIANA x VIA CONTESSA ENTELLINA,1,0.0,0.0,41.8692,12.6739,1.0
VIA BONIFACIO VIII x VIA DI PORTA FABBRICA,1,0.0,0.0,41.8991,12.453,1.0
VIA BONDENO x VIA CASTIGLION DE' PEPOLI,1,0.0,0.0,41.7901,12.4141,1.0
VIA DEL CENACOLO x VIA DELLA STAZIONE DELLA STORTA,1,0.0,0.0,42.0018,12.3817,1.0
VIA DEL CIRCO MASSIMO x VIA DELL'ARA MASSIMA DI ERCOLE,1,0.0,0.0,41.8873,12.4823,1.0
VIA BONCOMPAGNI x VIA ROMAGNA,1,0.0,0.0,41.9087,12.4945,1.0
VIA BOMPIETRO x VIA MOTTA CAMASTRA,1,0.0,0.0,41.8662,12.6829,1.0
PIAZZA TUSCOLO x VIA ETRURIA,1,0.0,0.0,41.8801,12.5085,1.0
VIA BOMBAY x VIALE DELL'OCEANO INDIANO,1,0.0,0.0,41.8226,12.4459,1.0
VIA BOMARZO x VIA FLAMINIA NUOVA,1,0.0,0.0,41.96,12.4878,1.0
VIA DEL FONTANILE DI CARCARICOLA x VIALE DELLA SORBONA,1,0.0,0.0,41.8546,12.612,1.0
VIA DEL FORNETTO x VIA QUIRINO MAJORANA,1,0.0,0.0,41.8685,12.4621,1.0
VIA BOEZIO x VIA VIRGILIO,1,0.0,0.0,41.9068,12.4656,1.0
VIA DEL FORO ITALICO x VIALE DI TOR DI QUINTO,1,0.0,0.0,41.9406,12.4814,1.0
VIA BOEZIO x VIA OVIDIO,1,0.0,0.0,41.9066,12.4644,1.0
VIA BORGHESIANA x VIA PETRALIA SOTTANA,1,0.0,0.0,41.8672,12.6731,1.0
VIA DEL CASALETTO x VIA DI VILLA ZINGONE,1,0.0,0.0,41.8651,12.436,1.0
VIA BORGHETTO DI VARA x VIA DELLA STAZIONE AURELIA,1,0.0,0.0,41.8847,12.399,1.0
VIA BORGO TICINO x VIA DI CASALOTTI,1,0.0,0.0,41.9159,12.3685,1.0
VIA BRACCIANENSE x VIA BRUINO,1,0.0,0.0,42.0336,12.2791,1.0
VIA BRACCIANENSE x VIA BRACCIANENSE NUOVA,1,0.0,0.0,42.0118,12.366,1.0
VIA DEL CASALE DI S. ISIDORO x VIA DI PRATAPORCI,1,0.0,0.0,41.8465,12.6896,1.0
VIA BOTRICELLO x VIA PUBLIO ELIO,1,0.0,0.0,41.8275,12.6134,1.0
VIA DEL CASALE FERRANTI x VIA MARIO BROGLIO,1,0.0,0.0,41.8347,12.5831,1.0
VIA DEL CASALE FERRANTI x VIA SAN NICOLA DELL'ALTO,1,0.0,0.0,41.8335,12.5859,1.0
VIA DEL CASALE LUMBROSO x VIA LUIGI SANTINI,1,0.0,0.0,41.8671,12.3601,1.0
VIA BORUTTA x VIA MONTRESTA,1,0.0,0.0,41.8767,12.6748,1.0
VIA DEL CASALE LUMBROSO x VIA PIO SPEZI,1,0.0,0.0,41.8671,12.3601,1.0
VIA BORUTTA x VIA CESSANITI,1,0.0,0.0,41.8767,12.6748,1.0
VIA BORMIDA x VIALE REGINA MARGHERITA,1,0.0,0.0,41.9142,12.5051,1.0
VIA DEL CASALE SANSONI x VIA TRIONFALE,1,0.0,0.0,41.9693,12.4091,1.0
VIA BORGOGNONA x VIA MARIO DE FIORI,1,0.0,0.0,,,1.0
VIA DEL CASALE ZOLA x VIA RICCARDO FORSTER,1,0.0,0.0,41.8223,12.51,1.0
VIA DEL CASALETTO DI GIANO x VIA MELICUCCA',1,0.0,0.0,,,1.0
VIA BOEZIO x VIA ORAZIO,1,0.0,0.0,41.9068,12.4666,1.0
VIA BOEMONDO x VIA LORENZO IL MAGNIFICO,1,0.0,0.0,41.9121,12.5251,1.0
VIA BIXIO x VIA EMANUELE FILIBERTO,1,0.0,0.0,,,1.0
VIA BERNARDINO ALIMENA x VIALE LUIGI SCHIAVONETTI,1,0.0,0.0,41.8449,12.6108,1.0
VIA DEL FOSSO DI TOR PAGNOTTA x VIA DI CASTEL DI LEVA,1,0.0,0.0,41.7844,12.5233,1.0
VIA DEL FOSSO DI TOR PAGNOTTA x VICOLO DEL FOSSO DI TOR PAGNOTTA,1,0.0,0.0,41.7824,12.5259,1.0
VIA DEL FOSSO DI TOR TRE TESTE x VIA GIROLAMO VARIOLA,1,0.0,0.0,41.8857,12.6081,1.0
VIA DEL FOSSO DI TOR TRE TESTE x VIA MARISA BELLISARIO,1,0.0,0.0,41.887,12.6039,1.0
VIA DEL FRANTOIO x VIA DELL'ERPICE,1,0.0,0.0,41.9133,12.5615,1.0
VIA BERCETO x VIA BOMPORTO,1,0.0,0.0,41.7807,12.3768,1.0
VIA DEL GAZOMETRO x VIA DEL PORTO FLUVIALE,1,0.0,0.0,41.8724,12.4787,1.0
VIA DEL GAZOMETRO x VIA OSTIENSE,1,0.0,0.0,41.8109,12.4229,1.0
VIA BENIAMINO FRANKLIN x VIA GALILEO FERRARIS,1,0.0,0.0,41.8786,12.4724,1.0
VIA BENIAMINO FIAMMA x VIALE ALEXANDRE GUSTAVE EIFFEL,1,0.0,0.0,41.81,12.3388,1.0
VIA DEL GRANO x VIA FRANCESCO BONAFEDE,1,0.0,0.0,41.8772,12.5786,1.0
VIA BENEDETTO XV x VIA DEL FORTE BRASCHI,1,0.0,0.0,41.9156,12.4216,1.0
VIA BENEDETTO CROCE x VIA GAETANO TREZZA,1,0.0,0.0,41.8421,12.485,1.0
VIA BENACO x VIA TARO,1,0.0,0.0,41.9225,12.5059,1.0
VIA BELVEDERE MONTELLO x VIA GINO FRONTALI,1,0.0,0.0,41.9148,12.3929,1.0
VIA DEL FOSSO DI S. SPIRITO x VIA INZAGO,1,0.0,0.0,41.9461,12.3853,1.0
VIA DEL FOSSO DI S. MAURA x VIA STEFANO DELLA BELLA,1,0.0,0.0,41.8571,12.5998,1.0
VIA DEL FORTE DI PIETRALATA x VIA DI PIETRALATA,1,0.0,0.0,41.9219,12.5469,1.0
VIA BERNARDINO PASSERI x VIA DI BRAVA,1,0.0,0.0,41.8696,12.3824,1.0
VIA DEL FORTE OSTIENSE x VIALE GUGLIELMO MARCONI,1,0.0,0.0,41.8573,12.4713,1.0
VIA DEL FORTE TRIONFALE x VIA PIEVE DI CADORE,1,0.0,0.0,41.9382,12.4324,1.0
VIA BIGARELLO x VIA CARLO ALBIZZATI,1,0.0,0.0,,,1.0
VIA DEL FOSSO DELL'ACQUA MARIANA x VIA DELLA STAZIONE DI CIAMPINO,1,0.0,0.0,41.8124,12.6154,1.0
VIA DEL FOSSO DELL'OSA x VIA ELICE,1,0.0,0.0,,,1.0
VIA BIAGIO PETROCELLI x VIA GIUSEPPE CAPOGRASSI,1,0.0,0.0,41.8385,12.6081,1.0
VIA DEL FOSSO DELL'OSA x VIA PIETRABBONDANTE,1,0.0,0.0,41.9016,12.6859,1.0
VIA DEL FOSSO DELL'OSA x VIA POLENSE,1,0.0,0.0,41.8897,12.693,1.0
VIA BERNARDINO VARISCO x VIA S. TOMMASO D'AQUINO,1,0.0,0.0,41.9145,12.4506,1.0
VIA DEL FOSSO DELLA MAGLIANA x VIA EMPOLI,1,0.0,0.0,41.8372,12.4146,1.0
VIA DEL FOSSO DI DRAGONCELLO x VIA DI CASTEL FUSANO,1,0.0,0.0,41.7447,12.3126,1.0
VIA BERNARDINO RAMAZZINI x VIA FEDERICO DI DONATO,1,0.0,0.0,41.8666,12.4505,1.0
VIA BERNARDINO PASSERI x VIA PORTUENSE,1,0.0,0.0,41.8469,12.414,1.0
VIA DEL FOSSO DI RADICELLI x VIA LAURENTINA,1,0.0,0.0,41.8103,12.4856,1.0
VIA DEL FOSSO DI S. ANDREA x VICOLO ANAGNINO,1,0.0,0.0,41.8126,12.6295,1.0
VIA DEL CASALE DI S. BASILIO x VIA RECANATI,1,0.0,0.0,41.9365,12.5818,1.0
VIA BRACCIANENSE x VIA CASSIA,1,0.0,0.0,41.9828,12.4137,1.0
VIA BRACCIO DA MONTONE x VIA FANFULLA DA LODI,1,0.0,0.0,41.8893,12.5304,1.0
